Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
Athlete Education,814908,0034600001ZsfGzAAJ,Ellen,,Ebeling,,,W,,1997-03-28 00:00:00,SWI,SWI,8258994607,eebeling@stanford.org,Newport Beach,CA,92660,USA,1
EMR,814908,1767363192406150,Ellen,,Ebeling,,,W,,1997-03-28 00:00:00,SWI,SWI,8258994607,ellen.ebeling@gmail.com,Irvine,CA,92602,USA,1
Competition Results,814908,1208921,Ellen,,Ebeling,,,W,USA,1997-03-28 00:00:00,SWI,SWI,,,,,,,1
MDM,814908,,Ellen,Frances,Ebeling,,Ebeling,W,USA,1997-03-28 00:00:00,SWI,SWI,8258994607,ellen.ebeling@gmail.com,Newport Beach,CA,94025,USA,1
Athlete CRM,814908,0033h00001AcfMkAAJ,Ellen,Frances,Ebeling,,Ebeling,W,USA,1997-03-28 00:00:00,SWI,SWI,8258994607,eebeling@alumni.stanford.org,Menlo Park,CA,94025,USAA (the),1
Training Center,814908,AE3EC1FC-07F9-E011-9F95-005056AD000E,Ellen,,Ebeling,,,,USA,1997-03-28 00:00:00,SWI,SWI,8258994607,eebeling@stanford.org,Newport Beach,CA,92660,USA,1
MDM,1003979,,Niauni,,Romanov,,,,,,CYC,CYC,,,,,,,1
EMR,815592,1741099665006400,NATALIE,,Bowers,,,W,,2000-04-27 00:00:00,GYM,GYM,8849283771,nbowers@yahoo.com,,,,,1
Competition Results,815592,1492164,NATALIE,,Bowers,,,W,USA,2000-04-27 00:00:00,GYM,GYM,,,,,,,1
MDM,815592,,NATALIE,,Bowers,,,W,USA,2000-04-27 00:00:00,GYM,GYM,8849283771,nbowers@yahoo.com,Burr Ridge,IL,60527-5134,USA,1
Training Center,815592,15FF815D-C320-DF11-B3AA-001A648ADFAC,NATALIE,,Bowers,,,,USA,2000-04-27 00:00:00,GYM,GYM,8849283771,nbowers@yahoo.com,Burr Ridge,IL,60527-5134,USA,1
EMR,816300,1720443827156130,Cadence,,Olson,,,M,,1998-12-29 00:00:00,WRE,WRE,3139275285,colson@gmail.com,Fontana,CA,92336,,1
Competition Results,816300,1306952,Cadence,,Olson,,,M,USA,1998-12-29 00:00:00,WRE,WRE,,,,,,,1
MDM,816300,,Cadence,,Olson,,,M,USA,1998-12-29 00:00:00,WRE,WRE,3139275285,colson@ymail.com,Fontana,CA,92336,,1
Training Center,816300,2EC62E2D-0AAA-E311-BF71-005056AD000E,Cadence,,Olson,,,,USA,1998-12-29 00:00:00,WRE,WRE,5158173957,colson@ymail.com,Fontana,CA,92336,USA,1
Athlete Historical,816457,5E4C495E-44BE-E411-940B-005056AD1287,Shane,Pitone Nigel,Supon,,,M,,1988-06-05 00:00:00,RUG,RUG,7208047030,shane.supo@outlook.com,Seattle,WA,98155,USA,1
Training Center,1005446,265FD081-CC81-E711-A0A9-005056AD000E,Roland,,Akhverdyan,,,,,1992-02-05 00:00:00,CYC,CYC,,rakhverdyan@theainsliecompany.com,Fallbrook,CA,92028,,1
Competition Results,816457,769160,Shane,,Supon,,,M,USA,1988-06-05 00:00:00,RUG,RUG,,,,,,,1
MDM,816457,,Shane,Pitone Nigel,Supon,,Supon,M,USA,1988-06-05 00:00:00,RUG,RUG,7208047030,shane.supo@outlook.com,Chula Vista,CA,98155,USA,1
Athlete CRM,816457,0033h00001AcfbkAAB,Shane,Pitone Nigel,Supon,,Supon,M,,1988-06-05 00:00:00,RUG,RUG,7208047030,shane.supo@outlook.com,Seattle,WA,98155,USAA (the),1
Training Center,816457,43C04F08-4452-DF11-8113-001A648ADFAC,Shane,,Supon,,,,USA,1988-06-05 00:00:00,RUG,RUG,7208047030,shane.supon@gmail.com,Seattle,WA,98155,USA,1
MDM,1010157,,MARK,,Yeske,,,,,1977-09-15 00:00:00,GYM,GYM,,myeske@gmail.com,Silver Spring,MD,20906,,1
Athlete Historical,816477,80315B50-63F7-E311-93FC-005056AD1DA1,EMILY,,SCOTT,,,W,,1989-02-16 00:00:00,SSK,SSK,5285604999,escott@aol.com,Saint Cloud,FL,34769-7000,USA,1
Athlete Education,816477,0034600000wFGK4AAO,EMILY,,SCOTT,,,W,,1989-02-16 00:00:00,SSK,SSK,5285604999,escott@gmail.com,,,,,1
EMR,816477,1655295475456350,Emily Grace,,Scott-Thompson,,,W,,1989-02-16 00:00:00,SSK,SSK,5285604999,escott@aol.com,West Jordan,UT,84084,,1
Competition Results,816477,904291,EMILY,,SCOTT,,,W,USA,1989-02-16 00:00:00,SSK,SSK,,,,,,,1
MDM,816477,,EMILY,K,SCOTT,,SCOTT,W,USA,1989-02-16 00:00:00,SSK,SSK,5285604999,escott@aol.com,West Jordan,UT,84084,USA,1
Athlete CRM,816477,0033h00001AcldYAAR,EMILY,,SCOTT,,SCOTT,W,,1989-02-16 00:00:00,SSK,SSK,5285604999,escott@aol.com,,,,United States of America (the),1
Training Center,816477,66A7A6F6-5E77-E011-8145-005056AD000E,EMILY,K,SCOTT,,,,USA,1989-02-16 00:00:00,SSK,SSK,5285204999,escott@aol.com,West Jordan,UT,84084,USA,1
Finance,816477,201227,Emily Grace,,Scott-Thompson,,,,,,SSK,SSK,5285604499,escott@aol.com,WEST JORDAN,UT,84084,USA,1
MDM,816772,,Miodrag,,Shiraishi,,,,USA,1966-10-09 00:00:00,GYM,GYM,7898894681,nshiraishi@gmail.com,Suwanee,GA,30024,USA,1
Training Center,816772,075267DB-9128-E011-8143-005056AD000E,Miodrag,,Shiraishi,,,,USA,1966-10-09 00:00:00,GYM,GYM,7898894681,nshiraishi@gmail.com,Suwanee,GA,30024,USA,1
MDM,817460,,Chengfeng,,Erminger,,,,USA,1973-05-27 00:00:00,BLD_P,,9249529448,cerikson@yahoo.com,Colorado Springs,CO,80922,USA,1
Training Center,817460,B1E2AFC0-3DF7-E411-9E56-005056AD000E,Chengfeng,,Erminger,,,,USA,1973-05-27 00:00:00,BLD_P,,9249529448,cerikson@yahoo.com,Colorado Springs,CO,80922,USA,1
MDM,817565,,Terry,H,Burrow,,,,USA,1958-02-13 00:00:00,LUG,LUG,5150948017,tburrow@gmail.com,Decatur,GA,30033,USA,1
Training Center,817565,69DBB284-591F-E411-BF71-005056AD000E,Terry,H,Burrow,,,,USA,1958-02-13 00:00:00,LUG,LUG,5150948017,tburrow@gmail.com,Decatur,GA,30033,USA,1
EMR,817958,1657813015156120,Hanne,,Milligan,,,W,,1997-03-22 00:00:00,LUG,LUG,4263515466,,Rome,NY,13440,,1
MDM,817958,,Hanne,Grace,Milligan,,,W,USA,1997-03-22 00:00:00,LUG,LUG,4263515466,hmilligan@hotmail.com,Rome,NY,13440,,1
Training Center,817958,C5FAEF5A-CA2F-DF11-9857-001A648ADFAC,Hanne,Grace,Milligan,,,,USA,1997-03-21 00:00:00,LUG,LUG,4263515466,hmilligan@hotmail.com,Rome,NY,13440,USA,1
MDM,818966,,Maria,Barbara,Simmons,,,,USA,2002-01-14 00:00:00,SKI,SKI,8388213833,msimmons@wilsonmedia.net,St. Petersburg,FL,33704,USA,1
Training Center,818966,A7CC9B15-18BB-E111-8986-005056AD000E,Maria,Barbara,Simmons,,,,USA,2002-01-14 00:00:00,SKI,SKI,8388213833,msimmons@wilsonmedia.net,St. Petersburg,FL,33704,USA,1
Athlete Historical,819364,C5595ECF-84E5-E511-9414-005056AD26A4,Michael Briggs,,Anti,,,M,,1991-01-17 00:00:00,SKI,SKI,7230216588,mant@outlook.com,Wayzata,MN,55391,USA,1
Athlete Historical,819364,A2615CF3-276A-E611-942C-005056AD69BA,Michael Briggs,,Anti,,,,,1991-01-17 00:00:00,SKI,SKI,,manti@gmail.com,,,,,0
EMR,819364,1668952084006260,Michael Briggs,,Anti,,,M,,1991-01-17 00:00:00,SKI,SKI,7230216588,mant@outlook.com,,,,,1
Competition Results,819364,916007,Michael Briggs,,Anti,,,M,USA,1991-01-17 00:00:00,SKI,SKI,,,,,,,1
MDM,819364,,Michael Briggs,Wolcott,Anti,,Anti,M,USA,1991-01-17 00:00:00,SKI,SKI,7230216588,mant@outlook.com,Wayzata,MN,55391,USA,1
Athlete CRM,819364,0033h00001AclOIAAZ,Michael Briggs,Wolcott,Anti,,Anti,M,,1991-01-17 00:00:00,SBX_P,SBX_P,7230216588,mant@outlook.com,Wayzata,MN,55391,USAA (the),1
Training Center,819364,1800825D-C320-DF11-B3AA-001A648ADFAC,Michael Briggs,,Anti,,,,USA,1991-01-17 00:00:00,SKI,SKI,7230216588,manti@gmail.com,Deephaven,MN,55391,USA,1
Training Center,1010157,EDD5D02C-8103-E611-B06C-005056AD000E,MARK,,Yeske,,,,,1977-09-15 00:00:00,GYM,GYM,,myeske@gmail.com,Silver Spring,MD,20906,,1
Athlete Historical,819988,6999A5C9-48A3-E411-9408-005056AD7D3E,CHRISTOPHER,Robert,HILL,,,M,,1988-02-26 00:00:00,Athletics,ATH,4484133497,hill.christophe@outlook.com,Sulphur,LA,70663,USA,1
Competition Results,819988,789025,CHRIS,,HILL,,,M,USA,1988-02-26 00:00:00,Athletics,ATH,,,,,,,1
MDM,819988,,CHRISTOPHER,ROBERT,HILL,,HILL,M,USA,1988-02-26 00:00:00,Athletics,ATH,4484133497,hill.christophe@outlook.com,Sulphur,LA,70663,USAA (the),1
Athlete CRM,819988,0033h00001Acqi9AAB,CHRISTOPHER,,HILL,,HILL,M,,1988-02-26 00:00:00,Athletics,ATH,4484133497,hill.christophe@outlook.com,Sulphur,LA,70663,USAA (the),1
Training Center,819988,9F232010-A420-DF11-B3AA-001A648ADFAC,CHRISTOPHER,Robert,HILL,,,,USA,1988-02-26 00:00:00,ATH,ATH,4484133497,hill.christopher@gmail.com,Sulphur,LA,70663-5435,USA,1
Finance,819988,202883,Cicely,ROBERT,Hiltunen,,,,,,ATH,ATH,4484133497,,SULPHUR,LA,70663,,1
Athlete Historical,820426,EBD79538-DA78-E511-9417-005056AD565D,Lonnie,Michael,Germain,,,M,,1995-09-08 00:00:00,TKD,TKD,8257265832,lgermain2@bbglobbl.net,Keller,TX,76248,USA,1
EMR,820426,1665073284006140,Lonnie,,Germain,,,M,,1995-09-08 00:00:00,TKD,TKD,,lgermain2@bbglobbl.net,,,,,1
Competition Results,820426,1031137,Lonnie,,Germain,,,M,USA,1995-09-08 00:00:00,TKD,TKD,,,,,,,1
MDM,820426,,Lonnie,Michael,Germain,,Germain,M,USA,1995-09-08 00:00:00,TKD,TKD,8257265832,lgermain2@bbglobbl.net,Keller,TX,76248,USA,1
Athlete CRM,820426,0033h00001AcfL0AAJ,Lonnie,Michael,Germain,,Germain,M,,1995-09-08 00:00:00,TKD_P,TKD_P,8257265832,lgermain2@bbglobbl.net,Keller,TX,76248,USAA (the),1
Training Center,820426,C6D9D7D4-16B3-E011-B0D4-005056AD000E,Lonnie,,Germain,,,,USA,1995-09-08 00:00:00,TKD,TKD,8257265832,lgermain2@erizzn.net,Keller,TX,76248,USA,1
MDM,1011714,,Landry,,Decoursey,,,,,1993-07-13 00:00:00,WGT,WGT,,,,,,,1
Athlete Historical,820509,83490131-FD94-E411-940A-005056AD1287,Jen,Mark,Sleeper,,,M,,1984-04-28 00:00:00,ATH_P,ATH_P,7206877787,j-leeper@yahoo.com,Chula Vista,CA,91913,USA,1
EMR,820509,1658396485056280,Jen,,Sleeper,,,M,,1984-04-28 00:00:00,ATH_P,ATH_P,5368726312,j-leeper@yahoo.com,Chula Vista,CA,91913,,1
Competition Results,820509,681393,Jen,,Sleeper,,,M,USA,1984-04-28 00:00:00,ATH_P,ATH_P,,,,,,,1
MDM,820509,,Jen,Mark,Sleeper,,Sleeper,M,USA,1984-04-28 00:00:00,ATH_P,ATH_P,7206877787,j-leeper@yahoo.com,Chula Vista,CA,91913,USA,1
Athlete CRM,820509,0033h00001AcfHjAAJ,Jen,Mark,Sleeper,,Sleeper,M,,1984-04-28 00:00:00,ATH,Athletics,7206877787,j-leeper@yahoo.com,Chula Vista,CA,91913,USAA (the),1
Training Center,820509,7331C951-C420-DF11-B3AA-001A648ADFAC,Jen,Mark,Sleeper,,,,USA,1984-04-28 00:00:00,ATH_P,ATH_P,5368726312,jsleeper@hotmail.com,Chula Vista,CA,91913,USA,1
Training Center,1011714,5821EDA4-2913-E611-B06C-005056AD000E,Landry,,Decoursey,,,,,1993-07-13 00:00:00,WGT,WGT,,,,,,,1
EMR,821340,1749728242006440,Hanne,,Degrandis,,,F,,2001-09-06 00:00:00,WGT,WGT,5524611566,hmrgescobedo@aol.com,,,,,1
MDM,821340,,Hanne,,Degrandis,,,F,USA,2001-09-06 00:00:00,WGT,WGT,5524611566,hmrgescobedo@aol.com,Sarasota,FL,34235,USA,1
Training Center,821340,1F9026E1-AA0E-E511-9E56-005056AD000E,Hanne,,Degrandis,,,,USA,2001-09-05 00:00:00,WGT,WGT,5524611566,hmrgescobedo@aol.com,Sarasota,FL,34235,USA,1
MDM,821489,,Michael Briggs,,Russell,,,,USA,1968-12-14 00:00:00,BLD_P,,5216916159,mrussell@yahoo.com,Cameron,NC,28326,USA,1
Training Center,821489,242A118A-F369-E011-8145-005056AD000E,Michael Briggs,,Russell,,,,USA,1968-12-14 00:00:00,BLD_P,,5216916159,mrussell@yahoo.com,Cameron,NC,28326,USA,1
MDM,821525,,Vanessa,,Turlow,,,,USA,3-27-1998,ICE,ICE,8314576877,vturlow@yahoo.com,Denver,CO,80210,USA,1
Training Center,821525,5A24B58C-A215-E411-BF71-005056AD000E,Vanessa,,Turlow,,,,USA,3-27-1998,ICE,ICE,8314576877,vturlow@yahoo.com,Denver,CO,80210,USA,1
Athlete Historical,821619,9C315B50-63F7-E311-93FC-005056AD1DA1,Susan,Raeshelle-Faye Chelsea,Tomann,,,F,,1990-07-19 00:00:00,SSK,SSK,5255023293,stomann@gmail.com,Salt Lake City,UT,84103,USA,1
Athlete Education,821619,0034600000wFGWiAAO,Susan,,Tomann,,,F,,1990-07-19 00:00:00,SSK,SSK,5255023293,susan.tomann@gmail.com,Albany,OR,97321,USA,1
EMR,821619,1683534247006320,Susan,,Tomann,,,F,,1990-07-19 00:00:00,SSK,SSK,5255023293,stomann@gmail.com,Salt Lake City,UT,84101,,1
Competition Results,821619,578870,Susan,,Tomann,,,F,USA,1990-07-19 00:00:00,SSK,SSK,,,,,,,1
MDM,821619,,Susan,Raeshelle-Faye Chelsea,Tomann,,Tomann,F,USA,1990-07-19 00:00:00,SSK,SSK,5255023293,stomann@gmail.com,Salt Lake City,UT,84103,USA,1
Athlete CRM,821619,0033h00001AcldzAAB,Susan,Raeshelle-Faye Chelsea,Tomann,,Tomann,F,,1990-07-19 00:00:00,SSK,SSK,5255023293,stomann@gmail.com,Salt Lake City,UT,84103,USAA (the),1
Training Center,821619,453D0036-BFB1-E211-A744-005056AD000E,Susan,,Tomann,,,,USA,1990-07-19 00:00:00,SSK,SSK,5255023293,stomann@gmail.com,Salt Lake City,UT,84103,USA,1
MDM,1204460,,Walker,,Maier,,,,,1969-11-03 00:00:00,FEN,FEN,,,,,,,1
Athlete Historical,822725,8E1D2F6E-48A3-E411-9408-005056AD7D3E,Abbey,Sean,Marcus,,,M,,1983-07-13 00:00:00,ROW,ROW,5163418245,amarcu@outlook.com,Oklahoma City,OK,73103,USA,1
MDM,822725,,Abbey,S.,Marcus,,Marcus,M,USA,1983-07-13 00:00:00,ROW,ROW,5163418245,amarcu@outlook.com,Oklahoma City,OK,73103,USAA (the),1
Athlete CRM,822725,0033h00001AcqfqAAB,Abbey,,Marcus,,Marcus,M,,1983-07-13 00:00:00,ROW,ROW,5163418245,amarcu@outlook.com,Oklahoma City,OK,73103,USAA (the),1
Training Center,822725,442D792F-F1C1-DF11-B58C-001A648ADFAC,Abbey,S.,Marcus,,,,USA,1983-07-13 00:00:00,ROW,ROW,5163418245,amarcus@gmail.com,Oklahoma City,OK,73103,USA,1
Athlete Historical,823162,D5CF93A4-49A3-E411-9408-005056AD7D3E,GARY,Lee,John,,,M,,1944-12-09 00:00:00,,,8204413000,gary.j-hn@usoc.org,Colorado Springs,CO,80909,USA,1
Athlete CRM,823162,0033h00001AciiWAAR,GARY,Lee,John,,John,M,,1944-12-09 00:00:00,,,8204413000,gary.j-hn@usoc.org,Colorado Springs,CO,80909,USAA (the),1
Athlete Historical,823245,A5A5D170-1B95-E411-940A-005056AD1287,KEVIN,,Jaron,,,M,,1972-03-16 00:00:00,SKA_P,SKA_P,8204439751,kevin.j-ron@usoc.org,Carbondale,CO,81623,USA,1
EMR,823245,1671355559006130,KEVIN,,Jaron,,,M,,1972-03-16 00:00:00,,,8204439751,,,,,,1
MDM,823245,,KEVIN,Andrew,Jaron,,Jaron,M,USA,1972-03-16 00:00:00,SKA_P,SKA_P,8204439751,kevin.j-ron@usoc.org,Carbondale,CO,81623,USAA (the),1
Athlete CRM,823245,0033h00001AcjtjAAB,KEVIN,Andrew,Jaron,,Jaron,M,,1972-03-16 00:00:00,SKA_P,SKA_P,8204439751,kevin.j-ron@usoc.org,Carbondale,CO,81623,USAA (the),1
Training Center,823245,82C81017-1E8A-DF11-AC53-001A648ADFAC,KEVIN,A,Jaron,,,,USA,1972-03-16 00:00:00,SKA_P,SKA_P,8204439751,kevin.jaron@usoc.org,Carbondale,CO,81623,USA,1
Athlete Historical,823318,60CD9639-53F7-E311-93FC-005056AD437C,D'Ana,Dean,Hou,,Hou,M,,1986-08-08 00:00:00,ATH,BSK,6145877555,dhou@gmail.com,Chula Vista,CA,91915,USA,1
EMR,823318,1728392743006500,D'Ana,,Hou,,,M,,1986-08-08 00:00:00,ATH,BSK,6145877555,dhou@gmail.com,Chula Vista,CA,91915,USA,1
Competition Results,823318,798039,D'Ana,,Hou,,,M,USA,1986-08-08 00:00:00,ATH,BSK,,,,,,,1
MDM,823318,,D'Ana,Dean,Hou,,Hou,M,USA,1986-08-08 00:00:00,ATH,BSK,6145877555,dhou@gmail.com,Chula Vista,CA,91915,USA,1
Athlete CRM,823318,0033h00001AckeOAAR,D'Ana,Dean,Hou,,Hou,M,,1986-08-08 00:00:00,ATH,BSK,6145877555,dhou@gmail.com,,,91915,USAA (the),1
Training Center,823318,EB71E1C7-966C-E111-A766-005056AD000E,D'Ana,Dean,Hou,,,,USA,1986-08-10 00:00:00,ATH,ATH,6145877555,dhou@yahoo.com,Chula Vista,CA,91915,USA,1
Training Center,1204460,5F60DE2F-B47D-EA11-8FA1-005056AD000E,Walker,,Maier,,,,,1969-11-03 00:00:00,FEN,FEN,,,,,,,1
EMR,823366,1697539368000010,WILL,,GREGORAK,,,M,,1990-09-30 00:00:00,SKI,SKI,3815139677,,,,,,1
Competition Results,823366,769603,WILL,,GREGORAK,,,M,USA,1990-09-30 00:00:00,SKI,SKI,,,,,,,1
MDM,823366,,WILL,FORREST,GREGORAK,,,M,USA,1990-09-30 00:00:00,SKI,SKI,3815139677,will.gregorak@gmail.com,LONGMONT,CO,80504,USA,1
Training Center,823366,002EC951-C420-DF11-B3AA-001A648ADFAC,WILL,Forrest,GREGORAK,,,,USA,1990-09-30 00:00:00,SKI,SKI,5815159677,will.gregorak@yahoo.com,Longmont,CO,80504,USA,1
Finance,823366,205122,William,FORREST,Grello,,,,,,SKI,SKI,,,LONGMONT,CO,80504,USA,1
Athlete Historical,823684,BAD59639-53F7-E311-93FC-005056AD437C,MARIA,Teresa,LAMB,,,F,USA,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Coalville,UT,84017,USA,1
Athlete Education,823684,0034600000wFGRcAAO,MARIA,,LAMB,,,F,,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Coalville,UT,84017,USA,1
EMR,823684,1683456121006250,MARIA,,LAMB,,,F,,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Park City,UT,84098,,1
Competition Results,823684,215646,MARIA,,LAMB,,,F,USA,1986-01-04 00:00:00,SSK,SSK,,,,,,,1
MDM,823684,,MARIA,Teresa,LAMB,,LAMB,F,USA,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Coalville,UT,84017,USAA (the),1
Athlete CRM,823684,0033h00001AclcgAAB,MARIA,Teresa,LAMB,,LAMB,F,USA,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Coalville,UT,84017,USAA (the),1
Training Center,823684,6131C951-C420-DF11-B3AA-001A648ADFAC,MARIA,Teresa,LAMB,,,,USA,1986-01-04 00:00:00,SSK,SSK,8265524567,mlamb@yahoo.com,Park City,UT,84098,USA,1
Finance,823684,101016,Marika,,Lambers,,,,,,SSK,SSK,8265524567,mlambers@yahoo.com,PARK CITY,UT,84098,USA,1
MDM,823735,,Ryan Jacob,,REBACK,,,,USA,1998-02-16 00:00:00,WPO,WPO,9295302731,sreback@aol.com,Camarillo,CA,93012,USA,1
Training Center,823735,3D61D040-0D1D-E111-9F95-005056AD000E,Ryan Jacob,,REBACK,,,,USA,1998-02-16 00:00:00,WPO,WPO,9295302731,sreback@aol.com,Camarillo,CA,93012,USA,1
MDM,823848,,Alexander,,Kreb,,,,USA,2005-08-18 00:00:00,GYM,GYM,9297249537,lkreb@gmail.com,West Hollywood,CA,90069,,1
Training Center,823848,4254266C-272E-E411-BF71-005056AD000E,Alexander,,Kreb,,,,USA,2005-08-18 00:00:00,GYM,GYM,9297249537,lkreb@gmail.com,West Hollywood,CA,90069,,1
MDM,823993,,Steven,Lawrence,Butts,,,,USA,1964-12-08 00:00:00,GYM,GYM,9760746692,sbutts@gmail.com,Knoxville,TN,37919,USA,1
Training Center,823993,43B8E9E1-A320-DF11-B3AA-001A648ADFAC,Stevie,Lawrence,Butts,,,,USA,1964-12-08 00:00:00,GYM,GYM,9760746692,sbutts@gmail.com,Knoxville,TN,37919-0700,USA,1
Athlete Historical,908200,4BC1FA30-48A3-E411-9408-005056AD7D3E,Alex,Antonio,Taylor Jr,,,M,,1989-07-13 00:00:00,SOC,SOC,,ataylorj-@gmail.com,Jacksonville,FL,32225,USA,1
Athlete Education,824110,00346000011eFGxAAM,PAUL,,RUGGERI,,,M,,1988-11-12 00:00:00,GYM,GYM,,,,,,,1
EMR,824110,1655295455056350,Paul Joseph,,Ruggeri III,,,M,,1988-11-12 00:00:00,GYM,GYM,,prugger@outlook.com,,,,,1
Competition Results,824110,678492,PAUL,,RUGGERI,,,M,USA,1988-11-12 00:00:00,GYM,GYM,,,,,,,1
MDM,824110,,PAUL,,Rundell,,RUGGERI,M,USA,1988-11-12 00:00:00,GYM,GYM,2426390659,prugger@outlook.com,Manlius,NY,13104,USAA (the),1
Athlete CRM,824110,0033h00001Acl7yAAB,PAUL,,Rundell,,RUGGERI,M,,1988-11-12 00:00:00,GYM,GYM,2426390659,prugger@outlook.com,Manlius,NY,13104,USAA (the),1
Training Center,824110,15C6A09A-EF47-DF11-8113-001A648ADFAC,PAUL,,Rundell,,,,USA,1988-11-12 00:00:00,GYM,GYM,4263906598,pruggeri@gmail.com,New York,NY,10038,USA,1
MDM,908200,,Alex,Antonio,Taylor Jr,,Taylor Jr,M,PAN,1989-07-13 00:00:00,SOC,SOC,,ataylorj-@gmail.com,Jacksonville,FL,32225,USAA (the),1
EMR,824970,1655213914906280,JOHN,,Langhorst,,,M,,1994-12-05 00:00:00,SKI,SKI,8143435267,hlanghorst@yahoo.com,Montclair,VA,22025,,1
MDM,824970,,Jackson,,Langhorst,,,M,USA,1994-12-05 00:00:00,SKI,SKI,8143435267,hlanghorst@yahoo.com,Montclair,VA,22025,,1
Training Center,824970,CFED455B-4022-E011-87D0-005056AD000E,Jackson,,Langhorst,,,,USA,1994-12-04 00:00:00,SKI,SKI,8143435266,hlanghorst@hotmail.com,Montclair,VA,22025,USA,1
Athlete Historical,826357,8AD1F794-41F7-E311-93FC-005056AD1DA1,RACHAEL,Elizabeth,FLATT,,,F,,1992-07-21 00:00:00,FSK,FSK,7574170177,rflatt@aol.com,Durham,NC,27713,USA,1
Athlete Education,826357,0034600000zbZGKAA2,RACHAEL,,FLATT,,,F,,1992-07-21 00:00:00,FSK,FSK,7574170177,rflatt@gmail.com,Colorado Springs,CO,80906,USA,1
EMR,826357,1655295437906350,Rachel,,Fleck,,,F,,1992-07-21 00:00:00,FSK,FSK,,rflatt@aol.com,,,,,1
Competition Results,826357,720879,RACHAEL,,FLATT,,,F,USA,1992-07-21 00:00:00,FSK,FSK,,,,,,,1
MDM,826357,,RACHAEL,Elizabeth,FLATT,,FLATT,F,USA,1992-07-21 00:00:00,FSK,FSK,7574170177,rflatt@aol.com,Durham,NC,27713,USAA (the),1
Athlete CRM,826357,0033h00001AcklZAAR,RACHAEL,,FLATT,,FLATT,F,,1992-07-21 00:00:00,FSK,FSK,7574170177,rflatt@aol.com,Durham,NC,27713,USAA (the),1
Training Center,826357,0A2EC951-C420-DF11-B3AA-001A648ADFAC,RACHAEL,Elizabeth,FLATT,,,,USA,1992-07-21 00:00:00,FSK,FSK,7574170177,rflatt@aol.com,Colorado Springs,CO,80906,USA,1
Finance,826357,201480,Rachel,ELIZABETH,Fleck,,,,,,FSK,FSK,8205845186,rfleck@aol.com,DEL MAR,CA,92104,,1
MDM,827026,,Michael Briggs,,SMITH,,,,USA,1979-12-04 00:00:00,BOB_P,BOB_P,7934342802,msmith@outlook.com,Fountain,CO,80817,USA,1
Training Center,827026,42212EB4-B6BF-E411-840E-005056AD000E,Michael Briggs,,SMITH,,,,USA,1979-12-04 00:00:00,BOB_P,BOB_P,7934342802,msmith@outlook.com,Fountain,CO,80817,USA,1
Training Center,827026,105C2AF5-6638-E411-91A6-005056AD000E,Miles,,SMITH,,,,USA,1979-12-04 00:00:00,PAR,ARY_P,7934342802,msmith@gmail.com,San Antonio,TX,78222,USA,0
MDM,829382,,CHRIS,,Dahlstrom,,,,USA,1973-08-08 00:00:00,BLD_P,,7200964393,cdahlstrom@yahoo.com,San Diego,CA,92128,USA,1
Training Center,829382,1DE397BA-426C-E011-8145-005056AD000E,CHRIS,,Dahlstrom,,,,USA,1973-08-08 00:00:00,BLD_P,,7200964393,cdahlstrom@yahoo.com,San Diego,CA,92128,USA,1
MDM,829879,,Nix,Joy,Arneaud,,,,USA,1997-02-26 00:00:00,SKI,SKI,6298839859,narneaud@gmail.com,Lake Placid,NY,12946,USA,1
Training Center,829879,ABF04594-E5E0-E211-B4B4-005056AD000E,Nix,Joy,Arneaud,,,,USA,1997-02-26 00:00:00,SKI,SKI,6298839859,narneaud@gmail.com,Lake Placid,NY,12946,USA,1
Athlete Historical,917904,35778EAA-49A3-E411-9408-005056AD7D3E,Florencio,Wendy Bell,MCormick,,,F,,1960-05-02 00:00:00,EQU,EQU,,fmcormick@iol.it,Rocca Canavese,,10070,ITALY,1
MDM,917904,,Florencio,Wendy Bell,MCormick,,MCormick,F,,1960-05-02 00:00:00,EQU,EQU,,fmcormick@iol.it,Rocca Canavese,,10070,Italy,1
Athlete Education,830023,00346000011hVlCAAU,Timothy,,Johansen,,,M,,1985-01-11 00:00:00,SKI,SKI,,tj-hanse@outlook.com,Reno,NV,89523,,1
EMR,830023,1700218255206140,Timothy,,Johansen,,,M,,1985-01-11 00:00:00,SKI,SKI,8863119236,tj-hansen@gmail.com,Reno,NV,89523,USA,1
Competition Results,830023,652865,Timothy,,Johansen,,,M,USA,1985-01-11 00:00:00,SKI,SKI,,,,,,,1
MDM,830023,,Tina,Matthew,Johansen,,Johansen,M,USA,1985-01-11 00:00:00,SKI,SKI,5027195257,tj-hansen@gmail.com,Reno,NV,89523,USA,1
